Techs,Count
"['SQL', 'Java', 'Amazon Web Services \\ AWS', 'Azure']",1
"['SQL', 'Java', 'Angular', 'Spring Boot']",1
"['SQL', 'Java', 'Docker', 'Kubernetes']",1
"['SQL', 'Java', 'Make', 'Kubernetes']",1
"['SQL', 'Java', 'Oracle', 'Make']",1
"['SQL', 'Java', 'Oracle', 'Spring Boot']",1
"['SQL', 'Java', 'PHP', 'React']",1
"['SQL', 'Java', 'Zephyr', 'Make']",1
"['SQL', 'Kotlin', 'Swift', 'SQLite']",1
"['SQL', 'Microsoft SQL Server', 'Cosmos DB', 'Azure']",1
"['SQL', 'Oracle', 'Amazon Web Services \\ AWS', 'Docker']",1
"['SQL', 'Oracle', 'Express', 'Make']",1
"['SQL', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'Make']",1
"['SQL', 'PowerShell', 'Amazon Web Services \\ AWS', 'Azure']",1
"['SQL', 'PowerShell', 'Microsoft SQL Server', 'Azure']",1
"['SQL', 'Redis', 'Azure', 'NuGet']",1
"['SQL', 'Ruby', 'VBA', 'Ruby on Rails']",1
"['TS \\ TypeScript', 'Amazon Web Services \\ AWS', 'React', 'Vite']",1
"['TS \\ TypeScript', 'Dynamodb', 'Amazon Web Services \\ AWS', 'React']",1
"['TS \\ TypeScript', 'Go', 'Amazon Web Services \\ AWS', 'Make']",1
"['TS \\ TypeScript', 'Go', 'React', 'Make']",1
"['TS \\ TypeScript', 'Java', 'Dynamodb', 'Amazon Web Services \\ AWS']",4
"['TS \\ TypeScript', 'Java', 'Google Cloud \\ GCP', 'React']",1
"['TS \\ TypeScript', 'PHP', 'React', 'NestJS']",1
"['TS \\ TypeScript', 'Redis', 'Docker', 'Make']",1
"['TS \\ TypeScript', 'Swift', 'React', 'Make']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Kubernetes', 'Terraform']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make', 'Unreal Engine']",1
"['Amazon Web Services \\ AWS', 'Azure', 'VMware', 'OpenShift', 'Puppet']",1
"['Amazon Web Services \\ AWS', 'Docker', 'Kubernetes', 'Terraform', 'Ansible']",1
"['Amazon Web Services \\ AWS', 'Express', 'Make', 'Terraform', 'Ansible']",1
"['Amazon Web Services \\ AWS', 'Google Cloud \\ GCP', 'Docker', 'Make', 'Kubernetes']",1
"['Azure', 'Docker', 'Make', 'Kubernetes', 'Terraform']",1
"['Azure', 'OpenShift', 'Docker', 'Terraform', 'Ansible']",2
"['C#', 'Java', 'Dynamodb', 'Amazon Web Services \\ AWS', 'Make']",1
"['C#', 'SQL', 'Azure', 'Angular', 'GraphQL[^w+#][W]REST']",1
"['C#', 'SQL', 'Java', 'Go', 'Azure']",1
"['C#', 'SQL', 'SQLite', 'Oracle', 'Make']",1
"['C++', 'Bash', 'Java', 'C', 'H']",1
"['C++', 'C', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP']",2
"['C++', 'C', 'Amazon Web Services \\ AWS', 'Docker', 'Terraform']",1
"['C++', 'C', 'Amazon Web Services \\ AWS', 'Google Cloud \\ GCP', 'Terraform']",2
"['C++', 'C', 'Assembly', 'MATLAB', 'Make']",1
"['C++', 'C', 'Azure', 'React', 'Angular']",3
"['C++', 'C', 'Go', 'Amazon Web Services \\ AWS', 'Terraform']",1
"['C++', 'C', 'Go', 'Make', 'Kubernetes']",1
"['C++', 'C', 'MongoDB', 'Azure', 'Make']",1
"['C++', 'C', 'Rust', 'R', 'Make']",1
"['C++', 'C', 'Swift', 'Docker', 'Kubernetes']",1
"['C++', 'C', 'Swift', 'H', 'Phoenix']",1
"['C++', 'C', 'Swift', 'Make', 'GraphQL[^w+#][W]REST']",1
"['C++', 'C', 'Visual Basic', 'Fortran', 'Composer']",1
"['C++', 'C#', 'SQL', 'C', 'Oracle']",1
"['C++', 'Java', 'C', 'Amazon Web Services \\ AWS', 'Azure']",1
"['C++', 'Java', 'C', 'Amazon Web Services \\ AWS', 'Make']",4
"['C++', 'Java', 'C', 'Go', 'Make']",1
"['C++', 'Java', 'C', 'H', 'Maven']",1
"['C++', 'Java', 'C', 'Kotlin', 'Assembly']",1
"['C++', 'Java', 'C', 'Scala', 'Make']",1
"['C++', 'Java', 'C', 'Solr', 'Amazon Web Services \\ AWS']",1
"['C++', 'SQL', 'C', 'Ada', 'Make']",1
"['C++', 'SQL', 'C', 'Angular', 'Ansible']",1
"['C++', 'SQL', 'C', 'Angular', 'Make']",1
"['C++', 'SQL', 'C', 'Azure', 'Make']",1
"['C++', 'SQL', 'C', 'Azure', 'Terraform']",1
"['C++', 'SQL', 'C', 'MySQL', 'Redis']",1
"['C++', 'SQL', 'C', 'Oracle', 'Chef']",1
"['C++', 'SQL', 'C', 'Oracle', 'Make']",2
"['C++', 'SQL', 'C', 'React', 'Angular']",1
"['C++', 'SQL', 'C', 'React', 'ASP.NET']",1
"['C++', 'SQL', 'Java', 'C', 'Make']",2
"['C++', 'SQL', 'Java', 'C', 'Oracle']",1
"['C++', 'TS \\ TypeScript', 'C', 'React', 'Make']",1
"['Dynamodb', 'Amazon Web Services \\ AWS', 'Docker', 'Make', 'Kubernetes']",1
"['Elixir', 'Google Cloud \\ GCP', 'Docker', 'Make', 'Kubernetes']",1
"['Go', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make']",2
"['Go', 'MongoDB', 'Amazon Web Services \\ AWS', 'Docker', 'Kubernetes']",1
"['HTML \\ CSS', 'C++', 'C', 'Angular', 'Make']",1
"['HTML \\ CSS', 'C++', 'SQL', 'C', 'R']",1
"['HTML \\ CSS', 'Java', 'Swift', 'Ada', 'Make']",1
"['HTML \\ CSS', 'MySQL', 'Laravel', 'Svelte', 'Make']",1
"['HTML \\ CSS', 'PYTHON', 'C++', 'C', 'Make']",1
"['HTML \\ CSS', 'PYTHON', 'SQL', 'Java', 'R']",1
"['HTML \\ CSS', 'SQL', 'Java', 'Oracle', 'jQuery']",1
"['Java', 'Amazon Web Services \\ AWS', 'React', 'Angular', 'Spring Boot']",1
"['Java', 'Azure', 'Express', 'Make', 'Kubernetes']",1
"['Java', 'Azure', 'React', 'Angular', 'Terraform']",1
"['Java', 'Dart', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'Flutter']",1
"['Java', 'Kotlin', 'PostgreSQL', 'SQLite', 'Make']",1
"['Java', 'Kotlin', 'SQLite', 'Firebase', 'React']",1
"['Java', 'Kotlin', 'Swift', 'React', 'Flutter']",1
"['Java', 'MySQL', 'IBM DB2', 'Maven', 'Ant']",1
"['Java', 'Rust', 'Ruby', 'Angular', 'Spring Boot']",1
"['Java', 'Scala', 'React', 'Angular', 'Make']",1
"['JS \\ javascript', 'C++', 'C', 'Azure', 'Make']",2
"['JS \\ javascript', 'C++', 'C', 'Go', 'Make']",1
"['JS \\ javascript', 'C++', 'C', 'Lua', 'Make']",1
"['JS \\ javascript', 'C++', 'C', 'Swift', 'Node.js']",1
"['JS \\ javascript', 'C++', 'SQL', 'C', 'Ada']",1
"['JS \\ javascript', 'C++', 'SQL', 'C', 'ASP.NET']",1
"['JS \\ javascript', 'C++', 'SQL', 'C', 'Azure']",2
"['JS \\ javascript', 'C++', 'SQL', 'C', 'Go']",1
"['JS \\ javascript', 'C++', 'TS \\ TypeScript', 'C', 'Azure']",1
"['JS \\ javascript', 'C++', 'TS \\ TypeScript', 'C', 'React']",1
"['JS \\ javascript', 'Go', 'React', 'Angular', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'C', 'Angular']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'C', 'ASP.NET']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'C', 'jQuery']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'C', 'React']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'SQL', 'C']",4
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'MongoDB', 'React']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'PHP', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'jQuery', 'WordPress']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'MySQL', 'jQuery']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'Node.js', 'Drupal']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'WordPress', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PostgreSQL', 'MySQL', 'Docker']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PYTHON', 'C#', 'Azure']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PYTHON', 'Java', 'React']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PYTHON', 'SQL', 'ASP.NET']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PYTHON', 'SQL', 'Go']",1
"['JS \\ javascript', 'HTML \\ CSS', 'R', 'Angular', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'React', 'Angular', 'Webpack']",1
"['JS \\ javascript', 'HTML \\ CSS', 'React', 'jQuery', 'Next.js']",1
"['JS \\ javascript', 'HTML \\ CSS', 'React', 'Make', 'Gradle']",1
"['JS \\ javascript', 'HTML \\ CSS', 'React', 'Make', 'Webpack']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'Amazon Web Services \\ AWS', 'Azure']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'Go', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'Java', 'Crystal']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'Java', 'React']",1
"['JS \\ javascript', 'HTML \\ CSS', 'TS \\ TypeScript', 'Go', 'React']",1
"['JS \\ javascript', 'HTML \\ CSS', 'TS \\ TypeScript', 'React', 'Make']",3
"['JS \\ javascript', 'Java', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP']",1
"['JS \\ javascript', 'Java', 'Amazon Web Services \\ AWS', 'React', 'Docker']",1
"['JS \\ javascript', 'Java', 'Azure', 'Google Cloud \\ GCP', 'Node.js']",1
"['JS \\ javascript', 'Java', 'Node.js', 'Express', 'Angular']",1
"['JS \\ javascript', 'Java', 'React', 'Angular', 'Make']",3
"['JS \\ javascript', 'PostgreSQL', 'Node.js', 'React', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'Bash', 'Java', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'C++', 'C', 'Julia']",1
"['JS \\ javascript', 'PYTHON', 'C++', 'C', 'R']",1
"['JS \\ javascript', 'PYTHON', 'C++', 'C', 'React']",1
"['JS \\ javascript', 'PYTHON', 'C++', 'Java', 'C']",4
"['JS \\ javascript', 'PYTHON', 'C++', 'SQL', 'C']",1
"['JS \\ javascript', 'PYTHON', 'Java', 'Angular', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'Java', 'Go', 'Perl']",1
"['JS \\ javascript', 'PYTHON', 'Java', 'MySQL', 'React']",1
"['JS \\ javascript', 'PYTHON', 'Java', 'React', 'Django']",1
"['JS \\ javascript', 'PYTHON', 'Java', 'Zephyr', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'PHP', 'MySQL', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'PostgreSQL', 'Node.js', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'PostgreSQL', 'React', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'React', 'Django', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'SQL', 'TS \\ TypeScript', 'PostgreSQL']",1
"['JS \\ javascript', 'PYTHON', 'TS \\ TypeScript', 'Angular', 'Make']",2
"['JS \\ javascript', 'PYTHON', 'TS \\ TypeScript', 'Azure', 'Make']",1
"['JS \\ javascript', 'Ruby', 'React', 'Ruby on Rails', 'Make']",33
"['JS \\ javascript', 'SQL', 'Express', 'Make', 'Ant']",1
"['JS \\ javascript', 'SQL', 'Java', 'Oracle', 'VMware']",1
"['JS \\ javascript', 'SQL', 'Java', 'React', 'Angular']",1
"['JS \\ javascript', 'SQL', 'Java', 'React', 'Gradle']",1
"['JS \\ javascript', 'SQL', 'Oracle', 'jQuery', 'Angular']",1
"['JS \\ javascript', 'SQL', 'TS \\ TypeScript', 'Java', 'Groovy']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Amazon Web Services \\ AWS', 'Vue.js', 'Make']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Firebase', 'Node.js', 'React']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Go', 'React', 'Make']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Java', 'Amazon Web Services \\ AWS', 'Terraform']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'MySQL', 'Amazon Web Services \\ AWS', 'React']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Node.js', 'React', 'Make']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'Node.js']",4
"['JS \\ javascript', 'TS \\ TypeScript', 'React', 'Angular', 'Make']",2
"['JS \\ javascript', 'TS \\ TypeScript', 'React', 'Next.js', 'Kubernetes']",1
"['Kotlin', 'Swift', 'Make', 'Kubernetes', 'Flutter']",1
"['MongoDB', 'Amazon Web Services \\ AWS', 'Azure', 'Docker', 'Kubernetes']",1
"['PHP', 'PowerShell', 'Amazon Web Services \\ AWS', 'Azure', 'VMware']",1
"['PowerShell', 'Azure', 'Make', 'Kubernetes', 'Terraform']",1
"['PowerShell', 'Oracle', 'Amazon Web Services \\ AWS', 'Azure', 'VMware']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Terraform']",1
"['PYTHON', 'Azure', 'React', 'Django', 'Make']",1
"['PYTHON', 'Bash', 'Amazon Web Services \\ AWS', 'Make', 'Terraform']",1
"['PYTHON', 'Bash', 'Java', 'Amazon Web Services \\ AWS', 'Terraform']",1
"['PYTHON', 'Bash', 'PowerShell', 'Amazon Web Services \\ AWS', 'Terraform']",1
"['PYTHON', 'Bash', 'PowerShell', 'Azure', 'Terraform']",1
"['PYTHON', 'Bash', 'R', 'Docker', 'Ansible']",1
"['PYTHON', 'C#', 'Java', 'Amazon Web Services \\ AWS', 'Make']",1
"['PYTHON', 'C++', 'Bash', 'C', 'Make']",3
"['PYTHON', 'C++', 'C', 'Assembly', 'Make']",1
"['PYTHON', 'C++', 'C', 'Docker', 'Kubernetes']",1
"['PYTHON', 'C++', 'C', 'Docker', 'Make']",2
"['PYTHON', 'C++', 'C', 'Go', 'Make']",1
"['PYTHON', 'C++', 'C', 'Go', 'MATLAB']",1
"['PYTHON', 'C++', 'C', 'MATLAB', 'Make']",2
"['PYTHON', 'C++', 'C', 'Perl', 'Make']",1
"['PYTHON', 'C++', 'C', 'PowerShell', 'Make']",2
"['PYTHON', 'C++', 'C', 'R', 'Make']",2
"['PYTHON', 'C++', 'C', 'R', 'MATLAB']",2
"['PYTHON', 'C++', 'C', 'React', 'Make']",1
"['PYTHON', 'C++', 'C', 'Rust', 'Amazon Web Services \\ AWS']",1
"['PYTHON', 'C++', 'C', 'Swift', 'Make']",1
"['PYTHON', 'C++', 'C', 'Visual Basic', 'Fortran']",1
"['PYTHON', 'C++', 'Java', 'C', 'Amazon Web Services \\ AWS']",4
"['PYTHON', 'C++', 'Java', 'C', 'Go']",1
"['PYTHON', 'C++', 'Java', 'C', 'Make']",7
"['PYTHON', 'C++', 'Java', 'C', 'VBA']",1
"['PYTHON', 'C++', 'SQL', 'C', 'Amazon Web Services \\ AWS']",1
"['PYTHON', 'C++', 'SQL', 'C', 'Angular']",1
"['PYTHON', 'C++', 'SQL', 'C', 'MySQL']",1
"['PYTHON', 'C++', 'SQL', 'Java', 'C']",1
"['PYTHON', 'C++', 'TS \\ TypeScript', 'C', 'Assembly']",2
"['PYTHON', 'C++', 'TS \\ TypeScript', 'C', 'MATLAB']",1
"['PYTHON', 'Databricks', 'Amazon Web Services \\ AWS', 'Azure', 'Databricks']",1
"['PYTHON', 'Docker', 'Make', 'Kubernetes', 'Nix']",1
"['PYTHON', 'Go', 'MongoDB', 'Docker', 'Kubernetes']",1
"['PYTHON', 'Go', 'Scala', 'Databricks', 'Databricks']",1
"['PYTHON', 'Java', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP']",1
"['PYTHON', 'Java', 'BigQuery', 'Google Cloud \\ GCP', 'Make']",1
"['PYTHON', 'Java', 'Dynamodb', 'Amazon Web Services \\ AWS', 'Terraform']",1
"['PYTHON', 'Java', 'Go', 'Kotlin', 'Flask']",1
"['PYTHON', 'Java', 'Go', 'Rust', 'Make']",2
"['PYTHON', 'Java', 'Kotlin', 'Amazon Web Services \\ AWS', 'React']",1
"['PYTHON', 'Java', 'Kotlin', 'Swift', 'Scala']",1
"['PYTHON', 'Java', 'PowerShell', 'Oracle', 'Azure']",1
"['PYTHON', 'Java', 'Scala', 'Docker', 'Make']",1
"['PYTHON', 'PHP', 'Ruby', 'Perl', 'Ada']",1
"['PYTHON', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'React', 'Kubernetes']",1
"['PYTHON', 'PowerShell', 'Azure', 'Make', 'Terraform']",2
"['PYTHON', 'React', 'Django', 'Docker', 'Kubernetes']",1
"['PYTHON', 'Redis', 'Amazon Web Services \\ AWS', 'Docker', 'Kubernetes']",1
"['PYTHON', 'Redis', 'React', 'Django', 'Make']",3
"['PYTHON', 'SQL', 'Amazon Web Services \\ AWS', 'Kubernetes', 'Terraform']",1
"['PYTHON', 'SQL', 'Azure', 'Express', 'Make']",1
"['PYTHON', 'SQL', 'Databricks', 'Azure', 'Databricks']",1
"['PYTHON', 'SQL', 'Erlang', 'MySQL', 'Kubernetes']",1
"['PYTHON', 'SQL', 'Go', 'R', 'Make']",1
"['PYTHON', 'SQL', 'Java', 'Amazon Web Services \\ AWS', 'Make']",1
"['PYTHON', 'SQL', 'Java', 'Azure', 'Make']",1
"['PYTHON', 'SQL', 'Java', 'Delphi', 'Spring Boot']",1
"['PYTHON', 'SQL', 'Java', 'Perl', 'Make']",1
"['PYTHON', 'SQL', 'PHP', 'PostgreSQL', 'Laravel']",1
"['PYTHON', 'SQL', 'PowerShell', 'Amazon Web Services \\ AWS', 'Make']",2
"['PYTHON', 'SQL', 'PowerShell', 'Snowflake', 'Make']",1
"['PYTHON', 'SQL', 'Snowflake', 'Amazon Web Services \\ AWS', 'Make']",2
"['PYTHON', 'Swift', 'Google Cloud \\ GCP', 'Kubernetes', 'Terraform']",1
"['PYTHON', 'TS \\ TypeScript', 'Java', 'Docker', 'Kubernetes']",1
"['PYTHON', 'TS \\ TypeScript', 'React', 'Express', 'Make']",1
"['PYTHON', 'TS \\ TypeScript', 'React', 'FastAPI', 'Make']",1
"['Ruby', 'Elixir', 'Amazon Web Services \\ AWS', 'Docker', 'Make']",1
"['Ruby', 'React', 'Ruby on Rails', 'Make', 'Kubernetes']",1
"['SQL', 'Dynamodb', 'Amazon Web Services \\ AWS', 'Docker', 'Make']",1
"['SQL', 'Go', 'Azure', 'Docker', 'Kubernetes']",1
"['SQL', 'Go', 'Redis', 'Elasticsearch', 'Make']",1
"['SQL', 'Go', 'Ruby', 'Ruby on Rails', 'Make']",1
"['SQL', 'Java', 'Docker', 'Make', 'Kubernetes']",1
"['SQL', 'Java', 'MariaDB', 'Oracle', 'AngularJS']",1
"['SQL', 'Java', 'MongoDB', 'Google Cloud \\ GCP', 'Spring Boot']",1
"['SQL', 'Java', 'Oracle', 'Angular', 'Kubernetes']",1
"['SQL', 'PostgreSQL', 'MySQL', 'Oracle', 'Make']",1
"['SQL', 'R', 'Databricks', 'Azure', 'Databricks']",1
"['SQL', 'R', 'MySQL', 'Oracle', 'Microsoft Access']",2
"['TS \\ TypeScript', 'Assembly', 'PostgreSQL', 'React', 'Make']",2
"['TS \\ TypeScript', 'Java', 'Go', 'Ruby', 'Docker']",1
"['TS \\ TypeScript', 'Ruby', 'Elasticsearch', 'React', 'Make']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make', 'Terraform', 'Pulumi']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Terraform', 'Ansible', 'Puppet']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Kubernetes', 'Terraform', 'Ansible', 'Pulumi']",1
"['Amazon Web Services \\ AWS', 'Google Cloud \\ GCP', 'Make', 'Kubernetes', 'Terraform', 'Ansible']",2
"['Amazon Web Services \\ AWS', 'Make', 'Terraform', 'Ansible', 'Puppet', 'Chef']",1
"['C#', 'SQL', 'TS \\ TypeScript', 'Azure', 'Angular', 'Make']",1
"['C++', 'C', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Docker']",1
"['C++', 'C', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make']",1
"['C++', 'C', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Terraform']",1
"['C++', 'C', 'Delphi', 'React', 'Make', 'Flutter']",1
"['C++', 'C', 'Go', 'Amazon Web Services \\ AWS', 'Make', 'Terraform']",1
"['C++', 'C', 'Kotlin', 'Swift', 'Flask', 'Django']",1
"['C++', 'C', 'PowerShell', 'Amazon Web Services \\ AWS', 'Docker', 'Make']",1
"['C++', 'C', 'Ruby', 'Amazon Web Services \\ AWS', 'Ruby on Rails', 'Make']",1
"['C++', 'C', 'Swift', 'Amazon Web Services \\ AWS', 'Firebase', 'Make']",2
"['C++', 'C', 'Zephyr', 'Azure', 'Express', 'Google Test']",1
"['C++', 'Java', 'C', 'Go', 'Kotlin', 'Make']",1
"['C++', 'Java', 'C', 'Go', 'Snowflake', 'Make']",1
"['C++', 'Java', 'C', 'R', 'MySQL', 'Make']",1
"['C++', 'SQL', 'Bash', 'Java', 'C', 'PowerShell']",1
"['C++', 'SQL', 'C', 'Amazon Web Services \\ AWS', 'ASP.NET', 'Make']",1
"['C++', 'SQL', 'C', 'Amazon Web Services \\ AWS', 'Azure', 'Angular']",2
"['C++', 'SQL', 'C', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP']",1
"['C++', 'SQL', 'C', 'Azure', 'Angular', 'Make']",2
"['C++', 'SQL', 'C', 'Azure', 'ASP.NET CORE', 'ASP.NET']",1
"['C++', 'SQL', 'C', 'Azure', 'ASP.NET', 'Make']",1
"['C++', 'SQL', 'C', 'Azure', 'Blazor', 'Make']",1
"['C++', 'SQL', 'C', 'Azure', 'Make', 'Chef']",1
"['C++', 'SQL', 'C', 'Cobol', 'Oracle', 'Make']",1
"['C++', 'SQL', 'C', 'Express', 'Angular', 'Make']",1
"['C++', 'SQL', 'C', 'Microsoft SQL Server', 'Amazon Web Services \\ AWS', 'Azure']",1
"['C++', 'SQL', 'C', 'Oracle', 'Angular', 'ASP.NET']",1
"['C++', 'SQL', 'C', 'React', 'Express', 'Make']",1
"['C++', 'SQL', 'Java', 'C', 'Azure', 'ASP.NET']",1
"['C++', 'SQL', 'TS \\ TypeScript', 'C', 'PowerShell', 'Angular']",1
"['C++', 'SQL', 'TS \\ TypeScript', 'C', 'React', 'Angular']",1
"['C++', 'TS \\ TypeScript', 'C', 'Amazon Web Services \\ AWS', 'Azure', 'Angular']",1
"['C++', 'TS \\ TypeScript', 'Java', 'C', 'Swift', 'React']",1
"['Go', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Docker', 'Make']",1
"['Go', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make']",2
"['Go', 'PostgreSQL', 'Docker', 'Make', 'Kubernetes', 'Terraform']",2
"['Go', 'PostgreSQL', 'Redis', 'Amazon Web Services \\ AWS', 'Docker', 'Kubernetes']",1
"['Go', 'Ruby', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make']",1
"['HTML \\ CSS', 'Java', 'Go', 'React', 'Make', 'Terraform']",1
"['HTML \\ CSS', 'MongoDB', 'jQuery', 'WordPress', 'Make', 'Ansible']",1
"['HTML \\ CSS', 'SQL', 'Bash', 'Java', 'Perl', 'Maven']",1
"['HTML \\ CSS', 'TS \\ TypeScript', 'Supabase', 'Google Cloud \\ GCP', 'Supabase', 'React']",1
"['Java', 'Amazon Web Services \\ AWS', 'Azure', 'Spring Boot', 'Docker', 'Kubernetes']",1
"['Java', 'Cassandra', 'Amazon Web Services \\ AWS', 'Docker', 'Make', 'Gradle']",2
"['Java', 'Couchbase', 'Amazon Web Services \\ AWS', 'Express', 'Spring Boot', 'Make']",1
"['Java', 'R', 'MySQL', 'Redis', 'Spring Boot', 'Make']",1
"['Java', 'Redis', 'OpenShift', 'Docker', 'Make', 'Kubernetes']",2
"['JS \\ javascript', 'Apex', 'Google Cloud \\ GCP', 'jQuery', 'AngularJS', 'Make']",1
"['JS \\ javascript', 'C++', 'C', 'Amazon Web Services \\ AWS', 'React', 'Make']",1
"['JS \\ javascript', 'C++', 'C', 'Node.js', 'React', 'Docker']",1
"['JS \\ javascript', 'C++', 'Java', 'C', 'Go', 'Make']",2
"['JS \\ javascript', 'C++', 'Java', 'C', 'Ruby', 'Make']",2
"['JS \\ javascript', 'C++', 'SQL', 'C', 'Azure', 'Angular']",1
"['JS \\ javascript', 'C++', 'SQL', 'C', 'Azure', 'Blazor']",1
"['JS \\ javascript', 'C++', 'SQL', 'C', 'Node.js', 'Angular']",1
"['JS \\ javascript', 'C++', 'SQL', 'C', 'React', 'ASP.NET']",1
"['JS \\ javascript', 'C++', 'SQL', 'C', 'VBA', 'Azure']",1
"['JS \\ javascript', 'C++', 'SQL', 'TS \\ TypeScript', 'C', 'Azure']",1
"['JS \\ javascript', 'C++', 'TS \\ TypeScript', 'C', 'Angular', 'ASP.NET']",1
"['JS \\ javascript', 'C++', 'TS \\ TypeScript', 'C', 'Azure', 'React']",1
"['JS \\ javascript', 'Go', 'Google Cloud \\ GCP', 'Make', 'Kubernetes', 'Terraform']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Amazon Web Services \\ AWS', 'React', 'Docker', 'Kubernetes']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Amazon Web Services \\ AWS', 'React', 'Next.js', 'Terraform']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Azure', 'Angular', 'Docker', 'Kubernetes']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'C', 'Go', 'Node.js']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'C', 'React', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'SQL', 'C', 'ASP.NET']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'SQL', 'C', 'Make']",2
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'SQL', 'C', 'PHP']",1
"['JS \\ javascript', 'HTML \\ CSS', 'C++', 'TS \\ TypeScript', 'Java', 'C']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Go', 'Apex', 'Azure', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'Kotlin', 'Groovy', 'Azure']",2
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'Kotlin', 'Swift', 'Next.js']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'PostgreSQL', 'React', 'Spring Boot']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Node.js', 'React', 'Angular', 'Vue.js']",3
