Techs,Count
"["" android"", "" ansible"", "" elasticsearch"", "" ios"", "" linux"", "" mysql"", "" postgresql"", "" python"", "" redis"", "" terraform"", ""aws""]",1
"["" android"", "" apple"", "" cisco"", "" google"", "" ios"", "" serviceno"", ""voip""]",1
"["" android"", "" apple"", "" google cloud"", "" ios"", "" llms"", "" microsoft"", ""ai""]",1
"["" android"", "" automl"", "" aws"", "" azure"", "" databricks"", "" deep learning"", "" google cloud"", "" ios"", "" llm"", "" ml"", "" mlops"", "" openai"", "" python"", "" pytorch"", "" tensorflow"", ""ai""]",1
"["" android"", "" aws"", "" azure"", "" c#"", "" dart"", "" flink"", "" flutter"", "" git"", "" ios"", "" kafka"", "" mqtt"", "" nifi"", "" python"", "" react"", "" sql"", "" typescript"", ""kotlin""]",1
"["" android"", "" azur"", ""ios""]",1
"["" android"", "" azure"", "" docker"", "" eggplant"", "" git"", "" github"", "" ios"", "" javascript"", "" playwright"", "" postma"", "" restassured"", "" selenium"", ""python""]",1
"["" android"", "" bluetooth"", "" camera api"", "" dagger2"", "" java"", "" kotlin"", "" rxjava2"", "" usb"", ""ai""]",1
"["" android"", "" c#"", "" c+"", "" ios"", "" unreal"", ""unity""]",1
"["" android"", "" c#"", "" c++"", "" javascript"", "" kotlin"", "" python"", ""java""]",1
"["" android"", "" c++"", "" git"", "" ios"", "" perforce"", "" svn"", "" unreal engine"", ""unreal blueprints""]",1
"["" android"", "" chatgp"", "" eggplant"", "" ios"", "" jira"", "" microsoft azure"", "" postman"", "" qtest"", "" rest assured"", ""sabre""]",1
"["" android"", "" chrome o"", "" linux"", "" mac"", "" windows"", ""ios""]",1
"["" android"", "" chrome"", ""ui design""]",1
"["" android"", "" ios"", "" kotlin"", "" postgresql"", "" sqlit"", ""java""]",1
"["" angula"", "" apis"", "" aws"", "" docker"", "" elasticsearch"", "" git"", "" jenkins"", "" jira"", "" kubernetes"", "" mysql"", "" react"", "" saas"", "" sdks"", ""agile""]",1
"["" angula"", "" css"", "" html"", "" javascript"", "" winforms"", ""c#""]",1
"["" angula"", "" javascript"", "" react"", "".net""]",1
"["" angular"", "" angular.js"", "" asp.net"", "" bootstrap"", "" c#"", "" css3"", "" ember.js"", "" git"", "" google apps"", "" html5"", "" javascript"", "" jquery"", "" json"", "" knockout.js"", "" mvc"", "" oracle"", "" react.js"", "" sql"", "" sql server"", "" subversion"", "" team foundation server"", "" twitter bootstrap"", "" web forms"", "" windows"", "" xml"", "".net""]",1
"["" angular"", "" angular2"", "" asp .net"", "" cvs"", "" git"", "" html"", "" html/css"", "" java"", "" javascript"", "" javascript/jquery"", "" jira"", "" json"", "" knockout"", "" oracle"", "" polymer"", "" react"", "" sql server"", "" tfs"", "" tsql"", "" vue.js"", "" xml"", ""c#""]",1
"["" angular"", "" angularjs"", "" css"", "" d3"", "" fullcalendar"", "" hibernate"", "" html"", "" java"", "" jquery"", "" json"", "" ngselect"", "" openlayers"", "" postgresql"", "" rxjs"", "" spring boot"", "" typescript"", ""javascript""]",1
"["" angular"", "" angularjs"", "" gi"", "" javascript"", "" nosql"", "" reactjs"", "" sql"", "" vuejs"", ""python""]",1
"["" angular"", "" angularjs"", "" git"", "" git actions"", "" github"", "" gitlab"", "" node"", "" oracle"", "" react"", "" svn"", "" vue"", "".net""]",1
"["" angular"", "" ansible"", "" apache spark"", "" c/c++"", "" cassandra"", "" cloud formatio"", "" elastic search"", "" elasticsearch"", "" extjs"", "" groovy"", "" hadoop"", "" hbase"", "" javascript"", "" map reduce"", "" mongo db"", "" nifi"", "" node.js"", "" python"", "" rabbit mq"", "" react"", "" rest api"", "" scala"", "" spark"", "" spring boot"", ""java""]",1
"["" angular"", "" apach"", "" java spring boot"", "" linux"", "" nginx"", "" node.js"", "" react"", ""javascript""]",1
"["" angular"", "" apache kafka"", "" bigquery"", "" docker"", "" gitlab"", "" javascript"", "" kubernete"", "" mysql"", "" php"", "" react"", "" sql"", "" vanilla js"", "" vue"", ""laravel""]",1
"["" angular"", "" api"", "" aws"", "" azure"", "" ci/cd"", "" docker"", "" gcp"", "" git"", "" graphql"", "" javascript"", "" mysql"", "" node.js"", "" postgresql"", "" react"", "" restful"", "" sql"", "" vue.js"", "" websockets"", ""typescript""]",1
"["" angular"", "" apigee"", "" aws"", "" c++"", "" ci/cd pipeline"", "" git"", "" harness"", "" javascrip"", "" jenkins"", "" kubernetes"", "" maven"", "" python"", "" rancher"", "" spring boot"", ""java""]",1
"["" angular"", "" applet"", "" aws"", "" css3"", "" docker"", "" gi"", "" html5"", "" j2ee"", "" javascript"", "" jdbc"", "" jms"", "" jquery"", "" json"", "" jsp"", "" kafka"", "" kubernetes"", "" servlet"", "" swagger"", "" tomcat"", "" web services"", "" weblogic"", ""java""]",1
"["" angular"", "" arm"", "" aspnet mvc"", "" azure devops"", "" azure kubernetes service"", "" bash"", "" c#"", "" checkmarx"", "" chef"", "" cosmosdb"", "" css"", "" docker"", "" git"", "" go"", "" java"", "" javascript"", "" jenkins"", "" jmeter"", "" kubernetes"", "" linux"", "" maven"", "" microsoft sql server"", "" nodejs"", "" nosql"", "" octopus deploy"", "" oracle"", "" outsystems"", "" postman"", "" powershell"", "" selenium"", "" sonarqube"", "" specflow"", "" terraform"", "" testng"", "" tibco businessworks"", "" windows"", "" xamarinandroid"", "" xamarinforms"", "" xamarinios"", "" xamarinuitest"", "" yaml"", ""logic apps""]",1
"["" angular"", "" asp.net core"", "" aws"", "" azure"", "" azure devops"", "" c#"", "" confluence"", "" entity framework"", "" github"", "" jira"", "" oop"", "" rds"", "" redshift"", "" sql"", "" sql server"", "".net""]",1
"["" angular"", "" asp.net core"", "" aws"", "" azure"", "" blazor"", "" c#"", "" entity framework"", "" git"", "" litedb"", "" mstest"", "" nunit"", "" react"", "" sql"", "" sql server"", "" sqlite"", "" xunit"", "".net""]",1
"["" angular"", "" asp.net core"", "" aws"", "" azure"", "" blazor"", "" c#"", "" nosql"", "" sql"", "" terraform"", "".net""]",1
"["" angular"", "" asp.net core"", "" azure devops"", "" c#"", "" css"", "" git"", "" iti"", "" java"", "" javascript"", "" kanban"", "" ms sql"", "" mysql"", "" scrum"", "" tfs"", "" vb6"", "".net""]",1
"["" angular"", "" asp.net core"", "" c#"", "" git"", "" javascript"", "" perforce"", "" react"", "" rest api"", "" sql"", "" typescript"", "" vue.js"", "".net""]",1
"["" angular"", "" asp.net"", "" azure clou"", "" c#"", "" nosql"", "" nservicebus"", "" react"", "" sql"", "" typescript"", "" vue"", "" wcf"", "" web services"", "".net""]",1
"["" angular"", "" asp"", "" asp.net"", "" azure"", "" c#"", "" c++"", "" dot net core"", "" git"", "" html"", "" mvc"", "" mysql"", "" php"", "" rest"", "" sql"", "" sql server"", "" vb.net"", "" vbscript"", "" wcf"", "" web api"", "" windows services"", "" xml"", "".net""]",1
"["" angular"", "" autosys"", "" docker"", "" elastic search"", "" git"", "" grafana"", "" hibernate"", "" ibm mq"", "" java"", "" jenkins"", "" jfrog"", "" jira"", "" kubernetes"", "" oracle"", "" postgres"", "" rabbit mq"", "" react"", "" sonarqube"", "" spring"", "" springboot"", "" sql server"", "" xl deploy"", "".net""]",1
"["" angular"", "" aws"", "" awslambda"", "" bootstrap"", "" docker"", "" gitla"", "" google cloud"", "" java"", "" java"", "" javascript"", "" jquery"", "" jstat"", "" kubernetes"", "" mysql"", "" postgres"", "" spring boot"", "" terraform"", ""vuejs""]",1
"["" angular"", "" aws"", "" azure"", "" c#"", "" ci/cd"", "" devops"", "" typescript"", "".net""]",1
"["" angular"", "" aws"", "" azure"", "" c#"", "" gc"", "" react"", "" sql"", "" typescript"", "" vb.net"", "".net""]",1
"["" angular"", "" aws"", "" azure"", "" c#"", "" git"", "" kanban"", "" revit"", "" scrum"", "" sql server"", "" wpf"", "".net""]",1
"["" angular"", "" aws"", "" azure"", "" c#"", "" git"", "" sql server"", "" wpf"", "".net""]",1
"["" angular"", "" aws"", "" azure"", "" ci/cd"", "" docker"", "" git"", "" google cloud"", "" graphql"", "" java"", "" javascript"", "" jenkins"", "" json"", "" kubernetes"", "" ml"", "" node.js"", "" oauth"", "" python"", "" react"", "" spring boot"", "" ss"", "" xml"", "" yaml"", ""ai""]",1
"["" angular"", "" aws"", "" azure"", "" css"", "" git"", "" google analytics"", "" javascript"", "" joomla"", "" react"", "" semrush"", "" vue.js"", "" wordpress"", ""html""]",1
"["" angular"", "" aws"", "" azure"", "" datadog"", "" gcp"", "" kafka"", "" kafka streams"", "" lightstep"", "" oracle"", "" postgresql"", "" prometheus"", "" react"", "" typescript"", "" vector"", ""java""]",1
"["" angular"", "" aws"", "" azure"", "" gcp"", "" golang"", "" javascript"", "" nodejs"", "" react"", "" vu"", ""saas""]",1
"["" angular"", "" aws"", "" bootstrap"", "" docker"", "" gitlab"", "" iti"", "" java"", "" javascript"", "" jquery"", "" jstat"", "" kubernetes"", ""vuejs""]",1
"["" angular"", "" aws"", "" css"", "" express"", "" html"", "" j2ee"", "" javascript"", "" node"", "" redhat linux"", "" rest"", "" soap"", "" sql"", ""java""]",1
"["" angular"", "" aws"", "" css3"", "" git"", "" javascript"", "" jenkins"", "" jir"", "" mvc"", "" restful apis"", "" sonarqube"", "" visual studio"", ""html5""]",1
"["" angular"", "" aws"", "" docker"", "" gcp"", "" json"", "" kubernetes"", "" node.js"", "" restful apis"", "".net""]",1
"["" angular"", "" aws"", "" docker"", "" java"", "" javascript"", "" node.js"", "" react"", "" react native"", "" serverless"", ""typescript""]",1
"["" angular"", "" aws"", "" go"", "" javascript"", "" kanban"", "" postgres"", "" python"", "" scrum"", "" spring"", ""java""]",1
"["" angular"", "" azure"", "" kanban"", "" saf"", "" scrum"", "" sql"", ""java""]",1
"["" angular"", "" azure"", "" nosq"", "" sql"", ""c#""]",1
"["" angular"", "" backbonejs"", "" css"", "" knockoutjs"", "" less"", "" reactjs"", "" sas"", "" vuejs"", ""javascript""]",1
"["" angular"", "" bootstrap"", "" css3"", "" html5"", "" javascript"", "" jquery"", "" linux"", "" microsoft windows"", "" ms office"", "" ms project"", "" ms sharepoint"", "" oracle"", "" sql server"", "" unix"", "" visio"", "" visual studio"", "" xml"", "".net""]",1
"["" angular"", "" c/c++"", "" docke"", "" gradle"", "" java"", "" javascript"", "" jenkins"", "" kotlin"", "" linux"", "" maven"", "" objective-c"", "" react"", "" sql"", "" swift"", "" unity"", "" unreal"", ""c#""]",1
"["" angular"", "" c#"", "" c++"", "" cypress"", "" git"", "" gradle"", "" java"", "" jest"", "" kotlin"", "" maven"", "" python"", "" react"", "" rollu"", "" typescript"", "" webpack"", ""sql""]",1
"["" angular"", "" c#"", "" gojs"", "" javascript"", "" node.js"", "" sql server"", "".net""]",1
"["" angular"", "" c#"", "" microservices"", "" nhibernate"", "" sql server"", "" webapi"", "".net""]",1
"["" angular"", "" c#"", "" php"", "" react"", "" vue.js"", ""java""]",1
"["" angular"", "" c++"", "" javascript"", "" machine learnin"", "" nlp"", "" python"", "" pytorch"", "" react"", "" robotics"", "" rpa"", "" tensorflow"", "" vue.js"", ""ai""]",1
"["" angular"", "" css"", "" d3.js"", "" html"", "" linu"", "" mapbox gl js"", "" maplibre gl js"", "" node.js"", "" react"", "" typescript"", ""javascript""]",1
"["" angular"", "" css"", "" gi"", "" javascript"", "" react"", "" reactjs"", "" sass"", "" typescript"", "" vue.js"", ""html""]",1
"["" angular"", "" css"", "" html"", "" javascript"", "" python"", "" react"", "" spring boot"", ""java""]",1
"["" angular"", "" d3"", "" gulp"", "" jes"", "" react"", "" rxjs"", "" typescript"", "" webpack"", ""javascript""]",1
"["" angular"", "" databricks"", "" javascript"", "" kubernetes"", "" oracle"", "" postgres"", "" python"", "" snowflake"", "" vmwar"", ""java""]",1
"["" angular"", "" docker"", "" git"", "" graphql"", "" linux"", "" mongodb"", "" mysql"", "" neo4j"", "" python"", "" reactjs"", "" rest"", "" vue"", ""javascript""]",1
"["" angular"", "" git/svn"", "" gos"", "" hibernate"", "" html/css"", "" java/spring"", "" javascript"", "" jenkins"", "" json/xml"", "" oracle"", "" rest web services"", "" sql"", ""guidewire policycenter""]",1
"["" angular"", "" jav"", ""react""]",1
"["" angular"", "" java"", "" javascript"", "" react"", "" uni"", "" vue"", ""ai""]",1
"["" angular"", "" javascript"", "" kafk"", "" python"", "" spring"", ""java""]",1
"["" angular"", "" reac"", ""c#""]",1
"["" angularjs"", "" api"", "" app services"", "" aws"", "" azure"", "" azure devops"", "" c#"", "" function apps"", "" git"", "" github"", "" gosu programming language"", "" guidewire digital"", "" java"", "" javascript"", "" logic apps"", "" microservices"", "" node.js"", "" rdbms"", "" reactjs"", "" rest"", "" soa"", "" sql"", "" sql server"", "" ssis"", ""guidewire insurance suite""]",1
"["" angularjs"", "" aws"", "" core java"", "" git"", "" hibernate"", "" j2ee"", "" jpa"", "" pcf"", "" react j"", "" spring"", "" spring boot"", "" spring mvc"", "" sql"", "" xml"", "" xq"", "" xslt"", ""java""]",1
"["" angularjs"", "" c#"", "" git"", "" java"", "" javascript"", "" node.js"", "" reactjs"", "" sql server"", "" typescript"", ""gosu programming language""]",1
"["" angularjs"", "" jso"", "" node.js"", "" perl"", "" python"", "" rest"", "" soap"", "" sql"", "" xml"", ""servicenow""]",1
"["" ansibl"", "" artificial intelligence"", "" python"", "" software-defined networking"", ""cloud computing""]",1
"["" ansible"", "" ant"", "" apache"", "" appdynamics"", "" aws"", "" bash"", "" capistrano"", "" cloudwatch"", "" cognito"", "" coldfusion"", "" datadog"", "" dms"", "" docker"", "" dynamodb"", "" ecr"", "" ecs"", "" elk"", "" fargate"", "" git"", "" java"", "" jenkins"", "" jre"", "" jvm"", "" kinesis"", "" kubernetes"", "" linux"", "" maven"", "" mongodb"", "" mysql"", "" opensearch"", "" php"", "" postgresql"", "" powershell"", "" python"", "" rds"", "" ruby"", "" sql"", "" sql server"", "" tomcat"", "" tomee"", "" windows"", "" zabbix"", ""terraform""]",1
"["" ansible"", "" anthos"", "" bash"", "" cloudsql"", "" docker"", "" dynatrace"", "" envoy"", "" gcp"", "" grafana"", "" groovy"", "" istio"", "" kubernetes"", "" kustomize"", "" nosq"", "" prometheus"", "" python"", "" virtual servers"", "" vmware"", ""go""]",1
"["" ansible"", "" apache"", "" aws"", "" aws lambda"", "" azure"", "" django"", "" docker"", "" flask"", "" gcp"", "" google cloud functions"", "" grafana"", "" javascript"", "" jenkins"", "" kubernetes"", "" laravel"", "" nginx"", "" nuxt"", "" packer"", "" php"", "" prometheus"", "" splunk"", "" terraform"", "" travis"", "" vault"", "" vim"", "" vs code"", "" vue"", ""python""]",1
"["" ansible"", "" api"", "" azure"", "" azure resource manager"", "" chef"", "" cloudformation"", "" confluence"", "" domain-driven design"", "" dynatrace"", "" git"", "" google cloud"", "" grafana"", "" java"", "" javascript"", "" jir"", "" office"", "" powerpoint"", "" puppet"", "" python"", "" rest"", "" rpc"", "" service oriented architecture"", "" svn"", "" terraform"", "" visio"", "" web services"", ""aws""]",1
"["" ansible"", "" argocd"", "" aws"", "" azure"", "" big data"", "" cloud foundry"", "" docker"", "" flux"", "" git"", "" go"", "" grafana"", "" helm"", "" java"", "" jenkins"", "" kubernetes"", "" linux"", "" microservices"", "" mobile"", "" oauth"", "" prometheus"", "" python"", "" saml sso"", "" sap hana"", "" shell script"", "" terraform"", "" unix"", "" zabbix"", ""cloud""]",1
"["" ansible"", "" arm templates"", "" aws"", "" azure"", "" bicep"", "" ci/cd"", "" cloudformation"", "" cloudwatc"", "" docker"", "" gcp"", "" github actions"", "" gitlab"", "" go"", "" grafana"", "" java"", "" jenkins"", "" kubernetes"", "" prometheus"", "" python"", ""terraform""]",1
"["" ansible"", "" arm templates"", "" azure"", "" bicep"", "" cloudformation"", "" cloudwatc"", "" docker"", "" gcp"", "" github actions"", "" gitlab"", "" go"", "" grafana"", "" java"", "" jenkins"", "" kubernetes"", "" prometheus"", "" python"", "" terraform"", ""aws""]",1
"["" ansible"", "" artifactory"", "" aws"", "" bash"", "" boto3"", "" cdk"", "" docker"", "" dynamo db"", "" github"", "" go"", "" golang"", "" java"", "" javascript"", "" kubernetes"", "" new reli"", "" perl"", "" postgres"", "" python"", "" ruby"", "" splunk"", "" sql"", "" terraform"", ""jenkins""]",1
"["" ansible"", "" artifactory"", "" aws"", "" bitbucket"", "" chef"", "" confluence"", "" connectwise"", "" docker"", "" gcp"", "" git"", "" golang"", "" java"", "" jenkins"", "" jira"", "" kubernetes"", "" nexus"", "" perl"", "" puppet"", "" python"", "" spinnaker"", "" sql"", ""powershell""]",1
"["" ansible"", "" athena"", "" aws emr"", "" chef"", "" cloudformation"", "" codedeploy"", "" comet"", "" css"", "" dask"", "" django"", "" docker"", "" domino data labs"", "" dotscience"", "" flask"", "" glue"", "" gradient"", "" html"", "" iguazio"", "" javascript"", "" jenkins"", "" jupyter"", "" kubernetes"", "" lake formation"", "" matplotlib"", "" ms sq"", "" numpy"", "" pandas"", "" postgres"", "" puppet"", "" redshift"", "" sagemaker"", "" spark"", "" teamcity"", "" terraform"", ""python""]",1
"["" ansible"", "" aws"", "" azure"", "" bash"", "" circleci"", "" docker"", "" ecs"", "" elk stack"", "" gcp"", "" github actions"", "" google cloud"", "" grafana"", "" jenkins"", "" kubernetes"", "" linux"", "" prometheus"", "" python"", "" terraform"", "" unix"", ""saas""]",1
"["" ansible"", "" aws"", "" azure"", "" bitbucket"", "" c/c++"", "" docker"", "" gcp"", "" github"", "" gitlab"", "" golang"", "" grafana"", "" groovy"", "" java"", "" javascript"", "" jenkins"", "" kafka"", "" kubernetes"", "" linux"", "" prometheus"", "" python"", "" rust"", "" splunk"", "" tekton"", "" window"", ""terraform""]",1
"["" ansible"", "" aws"", "" azure"", "" cloudformation"", "" docker"", "" gc"", "" go"", "" grafana"", "" javascript"", "" kubernetes"", "" prometheus"", "" python"", "" rancher"", ""terraform""]",1
"["" ansible"", "" aws"", "" azure"", "" docker"", "" github"", "" gitop"", "" golang"", "" helm"", "" javascript"", "" jira"", "" kubernetes"", "" linux"", "" python"", "" servicenow"", ""terraform""]",1
"["" ansible"", "" aws"", "" bicep"", "" chef"", "" github actions"", "" jazzh"", "" octopus deploy"", "" puppet"", "" terraform"", "" vagrant"", "" yaml"", ""teamcity""]",1
"["" ansible"", "" aws"", "" c"", "" c#"", "" c++"", "" chef"", "" docker"", "" gcp"", "" golang"", "" java"", "" javascript"", "" kubernetes"", "" openstac"", "" salt"", ""python""]",1
"["" ansible"", "" aws"", "" cisco"", "" gigamon"", "" infoblox"", "" jira"", "" servicenow"", "" sharepoin"", "" solarwinds"", ""terraform""]",1
"["" ansible"", "" aws"", "" eks"", "" github"", "" gitlab"", "" hel"", "" kubernetes"", "" linux"", "" pulumi"", "" terraform"", "" vcs"", "" windows"", ""cloud""]",1
"["" ansible"", "" azure"", "" azure resource manager"", "" chef"", "" cloudformation"", "" confluence"", "" dynatrace"", "" git"", "" google cloud"", "" grafana"", "" java"", "" javascript"", "" jir"", "" office"", "" powerpoint"", "" puppet"", "" python"", "" svn"", "" terraform"", "" visio"", ""aws""]",1
"["" ansible"", "" azure"", "" gcp"", "" puppet"", "" terraform"", ""aws""]",1
"["" ansible"", "" bash"", "" bitbucket"", "" dynatrace"", "" git"", "" nodes"", "" python"", "" servicenow"", "" splunk"", "" sumologic"", "" terraform"", ""java""]",1
"["" ansible"", "" bitbucket"", "" docker"", "" git"", "" github"", "" gitlab"", "" grafan"", "" jenkins"", "" prometheus"", "" puppet"", ""python""]",1
"["" ansible"", "" c#"", "" c++"", "" centos"", "" css"", "" debian"", "" docker"", "" html"", "" javascript"", "" jira"", "" kubernetes"", "" linux"", "" ms sql"", "" my sql"", "" nodejs"", "" php"", "" reh"", "" thermal cameras"", "" ubuntu"", "" video analytics"", "" windows"", ""ai""]",1
"["" ansible"", "" chef"", "" docker"", "" golang"", "" kubernetes"", "" linu"", "" mesos"", "" puppet"", "" ruby"", "" rust"", "" terraform"", ""python""]",1
"["" ansible"", "" cloudformation"", "" cloudwatch"", "" docker"", "" ec2"", "" ecs"", "" eks"", "" elk stack"", "" github"", "" github actions"", "" gitlab"", "" grafan"", "" iam"", "" jenkins"", "" kubernetes"", "" lambda"", "" prometheus"", "" python"", "" rds"", "" ruby"", "" s3"", "" shell"", "" terraform"", "" vpc"", ""aws""]",1
"["" ansible"", "" gcp"", "" kubernete"", "" terraform"", ""aws""]",1
"["" ansible"", "" gcp"", "" kubernetes"", "" terraform"", ""aws""]",1
"["" ant"", "" eclipse"", "" github"", "" ibm db2"", "" ibm websphere portal server"", "" j2ee"", "" java"", "" mave"", "" mysql"", "" postman"", "" rabbitmq"", "" rest apis"", "" soap ui"", "" spring cloud"", "" spring framework"", ""salesforce lightning web components""]",1
"["" apache beam"", "" apache druid"", "" apache kafka"", "" apache pinot"", "" athena"", "" aw"", "" bigquery"", "" clickhouse"", "" dataflow"", "" docker"", "" elasticsearch"", "" google cloud platform"", "" google pub/sub"", "" java"", "" kubernetes"", "" pubsub"", "" python"", "" redis streams"", "" redshift"", "" snowflake"", "" sql"", ""ai""]",1
"["" apache beam"", "" dataflow"", "" geospatial data"", "" git"", "" google cloud platform"", "" google compute engine"", "" python"", "" tensorflow"", ""machine learning""]",1
"["" apache beam"", "" ja"", "" sql"", "" tensorflow"", ""python""]",1
"["" apache flink"", "" apache iceberg"", "" apache kafka"", "" chatgpt"", "" react"", "" ruby on rails"", "" trin"", ""ai""]",1
"["" apache iceberg"", "" apache sedona"", "" apache spark"", "" aws appflow"", "" aws appsync"", "" aws bedrock"", "" deck.gl"", "" gena"", "" maplibre"", ""reactjs""]",1
"["" apache ignite"", "" jgoodies"", "" jms"", "" sprin"", "" swing"", ""java""]",1
"["" apache kafka"", "" aws"", "" azure"", "" c#"", "" databricks"", "" docker"", "" gcp"", "" graphql"", "" istio"", "" javascript"", "" kubernetes"", "" linker"", "" python"", "" rabbitmq"", "" restful"", "" sql"", ""redis""]",1
"["" apache kafka"", "" css"", "" cypress"", "" datadog"", "" docker"", "" eclipse"", "" git"", "" gradle"", "" graphql"", "" harness"", "" hazelcast"", "" hibernate"", "" html"", "" intellij"", "" javascript"", "" jee"", "" jenkins"", "" jmeter"", "" junit"", "" kubernetes"", "" maven"", "" mockito"", "" mysql"", "" oracle"", "" res"", "" selenium"", "" splunk"", "" spring"", "" sql"", "" teamcity"", ""java""]",1
"["" apache nifi"", "" aws"", "" azure"", "" bamboo"", "" bash"", "" bitbucket"", "" confluence"", "" elasticsearch"", "" esri"", "" gcp"", "" gdal"", "" geotools"", "" hadoop"", "" javascript"", "" jir"", "" linux"", "" lucene"", "" node.js"", "" opensearch"", "" pdal"", "" perl"", "" postgis"", "" python"", "" solr"", "" spark"", "" spring"", "" vue.js"", ""java""]",1
"["" apache spark"", "" aws"", "" c#"", "" c++"", "" gitlab"", "" terraform"", "".net""]",1
"["" apache spark"", "" aws"", "" ci/c"", "" gemfire"", "" terraform"", ""python""]",1
"["" apache tomcat"", "" atlassian agile"", "" bootstrap"", "" cucumber"", "" devops"", "" java"", "" jira"", "" oracle"", "" selenium"", "" spring framework"", ""jquery""]",1
"["" apache"", "" apache kafka"", "" c/c++"", "" docker"", "" haproxy"", "" helm"", "" java"", "" kubernetes"", "" nats"", "" nginx"", "" python"", ""go""]",1
"["" apache"", "" argocd"", "" aw"", "" bash"", "" cloudformation"", "" cloudwatch"", "" datadog"", "" docker"", "" jenkins"", "" kubernetes"", "" linux"", "" python"", "" terraform"", "" tomcat"", ""ai""]",1
"["" apache"", "" bootstrap"", "" caspio"", "" css"", "" html"", "" javascript"", "" jquer"", "" mysql"", "" nginx"", "" node.js"", "" nosql"", "" react"", "" sql"", "" tailwind"", ""php""]",1
"["" api"", "" arduino"", "" can bus j1939"", "" ftp"", "" linux os"", "" modbus"", "" mqtt"", "" openwrt"", "" python"", "" structured text"", ""c++""]",1
"["" api"", "" asic"", "" c++"", "" git"", "" java"", "" perforc"", "" python"", ""c""]",1
"["" api"", "" av1"", "" avfoundation"", "" bigquer"", "" c++"", "" combine"", "" core media"", "" core video"", "" go"", "" graphql"", "" h.264"", "" h.265/hevc"", "" hls"", "" http"", "" ios"", "" java"", "" mp4"", "" mpeg-dash"", "" python"", "" rest"", "" rust"", "" rxswift"", "" sql"", "" swift"", "" videotoolbox"", "" vp9"", ""media foundation""]",1
"["" api"", "" aws"", "" azure"", "" google cloud"", "" power b"", "" salesforce"", "" sql"", "" tableau"", "" workday"", ""snowflake""]",1
"["" api"", "" aws"", "" cloudformation"", "" cloudwatch"", "" json"", "" lambda"", "" langchain"", "" nlp"", "" oauth"", "" python"", "" s3"", "" soa"", ""lex""]",1
"["" api"", "" aws"", "" gcp"", "" git"", "" java"", "" ruby"", "" saas"", ""golang""]",1
"["" api"", "" aws"", "" git"", "" graphql"", "" jenkins"", "" jest"", "" pinia"", "" restful"", "" vitest"", ""vue.js""]",1
"["" api"", "" bacnet"", "" bms"", "" cctv"", "" cybersecurity"", "" fire"", "" ict"", "" information technology"", "" iot"", "" ip"", "" modbus"", "" opc"", "" scripting"", "" security"", "" snmp"", "" sql"", ""computer science""]",1
"["" api"", "" bash"", "" c++"", "" caffe"", "" cassandra"", "" docker"", "" linux"", "" machine learning"", "" node"", "" python"", "" scala"", "" spark"", "" sql"", "" tensorflow"", "" torch"", ""ai""]",1
"["" api"", "" bitcoin"", "" docker"", "" ethereum"", "" golang"", "" mongodb"", "" postgres"", "" rails"", "" redshift"", "" ruby"", "" sinatra"", ""blockchain""]",1
"["" api"", "" bluetooth"", "" can bus"", "" cc++"", "" gui"", "" react"", "".net""]",1
"["" api"", "" crm"", "" erp"", "" etl"", "" hcss"", "" or"", "" rts"", "" sql"", "" tableau"", "" trimble viewpoint"", ""snowflake""]",1
"["" api"", "" ip"", "" sdk"", ""ai""]",1
"["" api"", "" pytho"", ""sql""]",1
"["" api"", "" sdk"", "" sql"", ""jira""]",1
"["" api"", ""devops""]",1
"["" apigee"", "" azure"", "" kafka"", "" qli"", ""java""]",1
"["" apis"", "" asp.net"", "" c#"", "" express"", "" html"", "" javascript"", "" react"", "" rest"", "" shell scripting"", "" soap"", "" tfs"", "" uml"", "" visual studio"", "".net""]",1
"["" apis"", "" athena"", "" aws"", "" ecs"", "" emr"", "" jenkins"", "" lambdas"", "" opensearch"", "" python"", "" rds"", "" redshift"", "" s3"", "" spinnaker"", ""java""]",1
"["" apis"", "" aws"", "" azure"", "" azure data factory"", "" bigquery"", "" dbt"", "" fivetran"", "" google cloud"", "" kafka"", "" python"", "" redshift"", "" snowflake"", "" spark"", "" sql"", ""apache airflow""]",1
"["" apis"", "" aws"", "" azure"", "" csv"", "" data bricks"", "" etl"", "" jitterbit"", "" json"", "" microsoft power apps"", "" odbc"", "" salesforc"", "" snowflake"", "" soap"", "" sql"", "" wsdls"", "" xml"", ""javascript""]",1
"["" apis"", "" bash"", "" cassandra"", "" docker"", "" elastic"", "" git"", "" gitlab"", "" jenkins"", "" jira"", "" kubernetes"", "" machine learnin"", "" mariadb"", "" mysql"", "" nosql"", "" python"", "" rdbms"", "" snowflake"", ""ai""]",1
"["" apis"", "" big query"", "" google cloud platform"", "" iics"", "" informatica"", "" postgresql"", "" react js"", "" spring batch"", "" spring boot"", "" sql"", "" webservice"", "" workday"", ""java""]",1
"["" apis"", "" bw han"", "" json"", "" odata connections"", "" powerbi"", "" python"", "" qlik"", "" sap analytics cloud"", "" sap business objects"", "" sap business planning and consolidation"", "" sap erp"", "" sap hana databases"", "" scripting"", "" sql"", "" tableau"", "" xml"", ""datasphere""]",1
"["" apis"", "" firebase"", "" gps"", "" java"", "" kotlin"", "" react native"", "" sqlite"", ""android""]",1
